Seating Capacity,Average Meal Price,Weekend Reservations,Weekday Reservations,Revenue,Marketing&Followers,Location_Downtown,Location_Rural,Location_Suburban,Cuisine_American,Cuisine_French,Cuisine_Indian,Cuisine_Italian,Cuisine_Japanese,Cuisine_Mexican
47,36.73,26,28,394535.81,-0.99194414107911,False,True,False,False,False,True,False,False,False
58,74.64,26,48,983744.34,0.0940068227602616,False,False,True,False,False,False,False,True,False
81,35.8,8,64,655332.95,0.41357388131254397,True,False,False,False,False,True,False,False,False
59,30.99,35,27,415056.72,-1.1544048927419592,False,False,True,False,False,True,False,False,False
70,50.1,10,44,800532.2,-1.015575064321037,False,False,True,False,False,False,True,False,False
68,74.04,38,59,1132488.36,-1.992868001038998,False,False,True,False,False,False,False,True,False
55,47.14,6,53,585880.06,-0.9715979885781905,False,False,True,False,False,False,True,False,False
63,36.0,12,39,512848.15,-1.1789357400358147,False,False,True,True,False,False,False,False,False
57,33.62,6,25,439556.78,-0.11238702041716371,False,False,True,False,False,True,False,False,False
63,39.28,41,21,565140.92,-1.3250646578873533,False,False,True,True,False,False,False,False,False
80,68.37,46,24,1221327.6,-1.0089735917306397,True,False,False,False,False,False,False,True,False
45,31.49,42,23,325942.35,-0.7868676793711382,False,True,False,False,False,True,False,False,False
69,37.76,5,6,591124.22,-1.1939143523326916,False,False,True,True,False,False,False,False,False
55,32.51,3,20,410222.58,-1.7930438084050946,False,False,True,False,False,False,False,False,True
64,59.25,42,0,859809.25,-1.0041801818032574,False,False,True,False,True,False,False,False,False
64,36.96,24,59,549945.44,-1.63325972278565,False,False,True,False,False,True,False,False,False
63,60.9,19,1,869944.7,-0.7607147882593974,False,False,True,False,True,False,False,False,False
70,51.04,24,16,799433.65,-1.2300162354315687,False,False,True,False,False,False,True,False,False
41,37.73,36,27,363203.11,-0.49007047442683965,False,True,False,True,False,False,False,False,False
31,50.74,8,15,375357.58,0.37119377208736176,False,True,False,False,False,False,True,False,False
57,30.26,40,52,401968.3,-0.5526273997370741,False,False,True,False,False,True,False,False,False
48,59.75,43,18,652011.45,-0.758425694460974,False,True,False,False,True,False,False,False,False
83,61.3,82,46,1146814.25,2.6097716298396856,True,False,False,False,True,False,False,False,False
54,37.0,11,13,465818.8,-0.027037567260459753,False,False,True,True,False,False,False,False,False
78,32.82,34,55,587926.42,1.4695942767323926,True,False,False,False,False,True,False,False,False
82,27.41,67,28,512250.28,-0.5862057009041941,True,False,False,False,False,False,False,False,True
58,25.78,55,1,342640.14,-1.123803112968779,False,False,True,False,False,False,False,False,True
43,38.83,18,10,384051.6,-1.968998822353301,False,True,False,True,False,False,False,False,False
74,40.77,49,31,697357.07,3.8676594864392846,True,False,False,False,False,True,False,False,False
51,38.89,43,46,464459.92,-0.10367454418991738,False,False,True,True,False,False,False,False,False
76,35.07,5,34,608976.71,1.974031419421866,True,False,False,False,False,True,False,False,False
85,52.18,30,42,1007855.01,3.9561137906137436,True,False,False,False,False,False,True,False,False
80,42.13,72,72,768165.07,0.20854875901634065,True,False,False,True,False,False,False,False,False
80,40.45,47,33,721069.8,-0.9879722646805482,True,False,False,False,False,True,False,False,False
41,34.43,25,8,333818.21,0.2664061625402365,False,True,False,False,False,False,False,False,True
82,38.73,5,63,728671.03,-0.5321052021359928,True,False,False,False,False,True,False,False,False
77,40.47,36,46,722199.5,3.0406048222780546,True,False,False,False,False,True,False,False,False
85,37.54,20,8,726592.52,2.8818223341601237,True,False,False,True,False,False,False,False,False
50,51.79,41,2,590078.62,-1.5243843922099314,False,True,False,False,False,False,True,False,False
70,54.76,51,44,858723.5,-0.44345311099769197,True,False,False,False,False,False,True,False,False
82,51.87,66,20,960968.28,1.5481674673857322,True,False,False,False,False,False,True,False,False
40,55.75,24,33,515043.9,-0.42071845180991146,False,True,False,False,False,False,True,False,False
33,66.1,20,27,495552.15,-1.5586731180234425,False,True,False,False,False,False,False,True,False
33,39.83,10,32,300889.07,-1.478891251721344,False,True,False,True,False,False,False,False,False
84,65.75,26,39,1240981.15,-1.2430414132631777,True,False,False,False,True,False,False,False,False
32,39.18,27,17,296005.96,-0.3449875693045538,False,True,False,True,False,False,False,False,False
48,73.14,3,4,796696.16,-0.2832417736531292,False,True,False,False,False,False,False,True,False
90,45.33,40,45,914518.15,-0.2815392951251497,True,False,False,False,False,False,True,False,False
31,72.64,20,19,518131.22,-1.7609868460434408,False,True,False,False,False,False,False,True,False
75,35.28,47,45,608543.81,1.2841935091091148,True,False,False,False,False,False,False,False,True
57,29.21,25,40,387388.23,-1.620853161708735,False,False,True,False,False,False,False,False,True
46,35.23,20,30,379839.47,-0.7020492685752702,False,True,False,True,False,False,False,False,False
54,35.31,38,41,451988.8,0.941324764713795,False,False,True,True,False,False,False,False,False
71,64.81,67,52,1030200.08,-1.3555438122214867,True,False,False,False,True,False,False,False,False
41,62.95,36,32,591193.4,-0.3619395987445679,False,True,False,False,True,False,False,False,False
74,26.17,48,21,445315.3,0.0740402786328342,True,False,False,False,False,False,False,False,True
59,45.6,54,57,605891.55,-1.6760535590547072,False,False,True,False,False,False,True,False,False
78,73.85,67,7,1297333.3,4.406070826161523,True,False,False,False,False,False,False,True,False
49,63.91,22,8,707915.91,-1.776438775417479,False,True,False,False,True,False,False,False,False
37,31.33,8,10,282412.68,0.8247920471981784,False,True,False,False,False,True,False,False,False
50,58.32,39,30,659796.63,-0.46307954679438995,False,False,True,False,True,False,False,False,False
75,53.58,23,36,917350.27,2.2474958694136826,True,False,False,False,False,False,True,False,False
40,50.78,28,19,472570.71,-1.4509984271002734,False,True,False,False,False,False,True,False,False
52,45.52,6,51,547718.85,-0.5583082839105356,False,False,True,True,False,False,False,False,False
44,70.29,17,22,713492.25,0.06649206370103379,False,True,False,False,False,False,False,True,False
40,52.45,1,8,483963.55,-0.36849992116789904,False,True,False,False,False,False,True,False,False
74,60.61,27,45,1024290.63,4.034307875143354,True,False,False,False,True,False,False,False,False
45,65.37,42,17,668670.03,-1.9963661293609294,False,True,False,False,True,False,False,False,False
90,29.39,40,25,603751.7,1.4817282490698465,True,False,False,False,False,False,False,False,True
36,47.53,28,15,401495.71,-1.7085835517434933,False,True,False,False,False,False,True,False,False
55,33.59,44,49,424462.57,0.08373426149664384,False,False,True,False,False,True,False,False,False
38,44.38,16,19,383272.06,-1.0150303530295173,False,True,False,True,False,False,False,False,False
76,70.48,16,15,1196887.3,0.848091006292666,True,False,False,False,False,False,False,True,False
72,33.9,30,15,556837.25,0.0667401847026916,True,False,False,False,False,True,False,False,False
60,40.99,22,48,570448.15,0.035956368020126556,False,False,True,True,False,False,False,False,False
41,56.47,9,31,543195.13,0.20603023564457448,False,True,False,False,True,False,False,False,False
50,30.06,5,37,354064.37,-2.0385749292335524,False,True,False,False,False,True,False,False,False
60,38.09,37,58,527585.55,-2.074772781597246,False,False,True,True,False,False,False,False,False
31,61.66,23,16,444629.83,-1.944679861079014,False,True,False,False,True,False,False,False,False
30,62.83,14,24,441498.39,-1.0637502530998353,False,True,False,False,True,False,False,False,False
71,64.09,26,52,1029119.58,0.8011380908430168,True,False,False,False,True,False,False,False,False
43,65.19,10,35,642624.58,-1.3775147344144152,False,True,False,False,True,False,False,False,False
42,59.53,19,41,572270.54,-0.8234974118948986,False,True,False,False,True,False,False,False,False
54,33.15,45,53,420677.3,-0.8681190788795319,False,False,True,False,False,False,False,False,True
51,30.82,4,23,370281.72,-0.5206014343601444,False,False,True,False,False,True,False,False,False
88,35.63,31,78,714683.03,-1.0446354504861606,True,False,False,True,False,False,False,False,False
46,26.37,4,20,292579.21,0.7851115650049154,False,True,False,False,False,False,False,False,True
40,29.93,21,39,280989.1,0.657427959787992,False,True,False,False,False,False,False,False,True
45,47.32,0,15,495266.2,0.5665165887735173,False,True,False,False,False,False,True,False,False
89,48.16,19,82,969613.07,1.918315155395031,True,False,False,False,False,False,True,False,False
87,52.13,50,19,1025521.51,1.5560403994685543,True,False,False,False,False,False,True,False,False
69,68.94,31,4,1069409.84,-1.1387538851545247,False,False,True,False,False,False,False,True,False
77,51.13,58,14,887173.4,-0.4666713125696965,True,False,False,False,False,False,True,False,False
31,39.54,22,7,296268.77,-0.7856120411834641,False,True,False,True,False,False,False,False,False
46,26.86,27,9,290499.5,-0.3768005720376687,False,True,False,False,False,False,False,False,True
80,35.81,27,74,649612.81,1.8181682657263234,True,False,False,True,False,False,False,False,False
43,32.6,16,33,328473.25,-0.8890721521411535,False,True,False,False,False,True,False,False,False
45,45.63,33,43,482957.58,0.541016397024493,False,True,False,False,False,False,True,False,False
84,71.8,59,56,1351663.35,1.036150322905517,True,False,False,False,False,False,False,True,False
84,38.75,58,71,734931.05,0.17498523859208495,True,False,False,False,False,True,False,False,False
32,68.74,27,7,507706.33,-0.6580666320226695,False,True,False,False,False,False,False,True,False
36,34.26,23,23,298590.7,1.0132096252579508,False,True,False,False,False,True,False,False,False
41,33.98,1,33,320799.29,-1.7394399465773176,False,True,False,False,False,False,False,False,True
52,37.45,26,39,455558.3,0.6570549888485004,False,False,True,True,False,False,False,False,False
68,56.31,8,20,854365.15,-0.6087774456103737,False,False,True,False,True,False,False,False,False
59,40.51,51,51,553069.13,1.093440090211739,False,False,True,True,False,False,False,False,False
77,52.11,35,65,914520.63,3.785997983822438,True,False,False,False,False,False,True,False,False
65,61.6,56,18,905305.95,-0.3396263076597628,False,False,True,False,True,False,False,False,False
85,72.85,10,13,1389460.5,1.9162430061761673,True,False,False,False,False,False,False,True,False
81,25.62,31,75,473833.1,-1.0314194819994593,True,False,False,False,False,False,False,False,True
54,29.71,26,36,376876.33,-0.3821683989917401,False,False,True,False,False,False,False,False,True
69,67.62,51,19,1057810.77,1.0757725775653424,False,False,True,False,False,False,False,True,False
55,53.35,38,19,674167.7,0.07912102285460838,False,False,True,False,False,False,True,False,False
35,74.6,23,30,601671.9,-1.6077895595841836,False,True,False,False,False,False,False,True,False
57,33.09,26,28,438164.93,-0.8265748177386316,False,False,True,False,False,True,False,False,False
46,46.05,26,10,479453.8,-1.1905064169660877,False,True,False,False,False,False,True,False,False
81,57.79,39,55,1063671.52,-0.2613834670919194,True,False,False,False,True,False,False,False,False
43,66.14,31,10,639672.37,-0.38902211876898024,False,True,False,False,False,False,False,True,False
51,48.55,44,17,573559.7,-1.654744878969994,False,False,True,False,False,False,True,False,False
88,60.92,85,73,1214801.55,2.824866576062754,True,False,False,False,True,False,False,False,False
75,75.71,48,17,1274919.15,2.112695391112902,True,False,False,False,False,False,False,True,False
87,29.39,47,8,587693.27,0.10422323761421431,True,False,False,False,False,False,False,False,True
33,67.42,0,5,503949.14,-0.2454736470083617,False,True,False,False,False,False,False,True,False
54,36.83,52,11,464067.52,0.24345703395935184,False,False,True,True,False,False,False,False,False
75,66.9,33,0,1118770.35,0.15644966087742204,True,False,False,False,False,False,False,True,False
84,37.12,0,73,713627.13,0.7720054493390229,True,False,False,True,False,False,False,False,False
75,63.38,41,65,1069533.83,0.7495830583708408,True,False,False,False,True,False,False,False,False
37,65.67,34,7,556676.63,-0.7778098928781569,False,True,False,False,False,False,False,True,False
38,65.97,28,24,573619.33,-1.0400514513918913,False,True,False,False,True,False,False,False,False
70,60.75,17,29,961024.25,-1.0191500042920667,False,False,True,False,True,False,False,False,False
35,50.99,5,26,408032.69,-1.2484986441727852,False,True,False,False,False,False,True,False,False
71,58.93,5,43,949009.06,2.527114628843203,True,False,False,False,True,False,False,False,False
65,62.59,38,31,914743.76,-1.4434636295370622,False,False,True,False,True,False,False,False,False
89,70.19,54,5,1391472.7,0.035745881437193226,True,False,False,False,False,False,False,True,False
70,68.62,18,58,1084624.62,0.8162521363851123,True,False,False,False,False,False,False,True,False
45,27.92,37,19,290270.07,-1.4825751121383761,False,True,False,False,False,False,False,False,True
50,55.18,2,13,624580.2,-0.9918093534586685,False,False,True,False,False,False,True,False,False
30,58.2,20,22,401913.8,-1.6196605580523948,False,True,False,False,True,False,False,False,False
36,49.8,19,12,407666.1,-1.393550086122944,False,True,False,False,False,False,True,False,False
65,38.85,4,47,579868.05,0.13902377604812338,False,False,True,True,False,False,False,False,False
86,55.95,24,59,1082859.7,-0.4217824382179815,True,False,False,False,True,False,False,False,False
85,47.05,52,46,917206.7,2.990116969149902,True,False,False,False,False,False,True,False,False
65,27.08,11,9,411159.35,-1.3237453747315018,False,False,True,False,False,False,False,False,True
75,32.63,68,45,566328.89,3.454037099874692,True,False,False,False,False,False,False,False,True
67,59.47,11,7,904714.47,0.3361462605263354,False,False,True,False,True,False,False,False,False
52,43.6,17,17,526321.65,-0.9264835953385833,False,False,True,True,False,False,False,False,False
37,32.8,2,11,291136.05,-1.8559932572076474,False,True,False,False,False,False,False,False,True
53,27.11,3,20,336081.75,-1.6798130111215772,False,False,True,False,False,False,False,False,True
33,41.19,18,25,317106.75,-1.0609255606303478,False,True,False,True,False,False,False,False,False
86,53.17,84,10,1035240.81,3.0332753093627716,True,False,False,False,False,False,True,False,False
74,31.96,66,10,541555.92,0.6337935920480173,True,False,False,False,False,False,False,False,True
83,71.6,6,51,1324526.1,0.5519476846479845,True,False,False,False,False,False,False,True,False
84,38.14,8,29,723411.42,-1.0449597014497793,True,False,False,False,False,True,False,False,False
41,30.62,3,0,287826.04,-1.4388682933235502,False,True,False,False,False,True,False,False,False
82,33.05,54,51,625631.55,0.23392747320085866,True,False,False,False,False,False,False,False,True
67,48.0,22,14,732682.65,-0.930351501664053,False,False,True,False,False,False,True,False,False
63,51.29,10,27,727975.81,0.30106262129587374,False,False,True,False,False,False,True,False,False
68,57.67,64,62,884598.66,-1.6551329182768046,False,False,True,False,True,False,False,False,False
36,74.23,3,4,601073.43,-1.8714958082439563,False,True,False,False,False,False,False,True,False
75,50.29,8,44,848344.33,-1.1425273650268277,True,False,False,False,False,False,True,False,False
74,42.07,41,40,714291.74,1.958898503014081,True,False,False,True,False,False,False,False,False
73,73.73,70,71,1218866.24,2.191851788600998,True,False,False,False,False,False,False,True,False
47,39.85,25,37,432858.25,-0.8133013746559244,False,True,False,False,False,True,False,False,False
63,73.05,53,44,1040644.7,-0.6777701662184944,False,False,True,False,False,False,False,True,False
65,36.64,20,37,541458.28,-1.3831324046191682,False,False,True,True,False,False,False,False,False
89,34.4,9,51,693634.35,2.3710644869909387,True,False,False,False,False,False,False,False,True
63,41.8,9,45,607293.95,-1.1976527090350853,False,False,True,True,False,False,False,False,False
54,41.7,0,52,521957.6,-0.9275744173582583,False,False,True,True,False,False,False,False,False
40,35.13,35,29,335909.42,-1.1494016057940608,False,True,False,False,False,False,False,False,True
41,27.74,2,3,258850.41,-1.24383715174228,False,True,False,False,False,False,False,False,True
47,27.64,34,1,310539.42,-0.041207417772327726,False,True,False,False,False,False,False,False,True
33,30.65,11,20,235807.3,-0.5665568424311052,False,True,False,False,False,False,False,False,True
82,33.26,80,60,634823.38,2.759789979506213,True,False,False,False,False,False,False,False,True
49,39.92,18,32,447377.62,-0.9873838198484264,False,True,False,True,False,False,False,False,False
62,61.97,9,13,865261.45,-0.6166296412034684,False,False,True,False,True,False,False,False,False
73,59.98,42,57,997633.93,2.203234186124994,True,False,False,False,True,False,False,False,False
56,51.71,25,27,662599.11,-1.684498935227526,False,False,True,False,False,False,True,False,False
51,64.04,7,45,749441.69,-0.5299142660388125,False,False,True,False,True,False,False,False,False
70,31.99,51,40,523466.99,0.48894359618505595,False,False,True,False,False,True,False,False,False
47,62.65,38,8,671570.7,-1.657637880030541,False,True,False,False,True,False,False,False,False
50,43.66,1,33,504572.09,0.26011265254687815,False,True,False,True,False,False,False,False,False
75,29.92,38,74,533141.59,3.38012622671401,True,False,False,False,False,False,False,False,True
85,28.56,53,18,556500.16,0.24980773092426156,True,False,False,False,False,False,False,False,True
32,35.15,23,28,267477.1,-0.5932083434199628,False,True,False,True,False,False,False,False,False
64,38.77,39,55,556604.0,-1.6868742039831721,False,False,True,False,False,True,False,False,False
90,58.61,28,43,1182387.96,1.7582933887062997,True,False,False,False,True,False,False,False,False
49,38.93,7,37,433410.6,-1.106202294851499,False,True,False,True,False,False,False,False,False
39,48.7,14,8,427083.55,-1.128701604781434,False,True,False,False,False,False,True,False,False
38,30.49,25,6,263621.32,-1.8572632099507829,False,True,False,False,False,False,False,False,True
60,72.73,47,30,977311.61,-0.24047778649425552,False,False,True,False,False,False,False,True,False
43,53.49,35,2,525079.76,-1.2340174226281906,False,True,False,False,False,False,True,False,False
41,34.32,40,7,340849.62,-0.4941147495392861,False,True,False,False,False,True,False,False,False
36,52.29,3,8,432562.75,0.483506635577773,False,True,False,False,False,False,True,False,False
40,42.93,32,14,413012.93,0.5945983384256418,False,True,False,True,False,False,False,False,False
86,58.27,11,7,1125633.94,1.195457933699781,True,False,False,False,True,False,False,False,False
78,26.06,49,64,470605.75,1.7054634883060114,True,False,False,False,False,False,False,False,True
42,39.84,10,35,394737.82,0.32471754608820147,False,True,False,False,False,True,False,False,False
65,37.45,52,6,552490.9,-0.24589171486273,False,False,True,False,False,True,False,False,False
72,72.13,49,9,1162599.73,0.6254558090092863,True,False,False,False,False,False,False,True,False
34,45.65,29,20,361575.75,-1.0817125977247095,False,True,False,False,False,False,True,False,False
86,74.0,30,34,1416975.4,2.0302368227050387,True,False,False,False,False,False,False,True,False
70,61.23,1,47,971465.59,1.1409942222373215,True,False,False,False,True,False,False,False,False
70,64.33,65,62,1013450.86,-1.7020387278125244,False,False,True,False,True,False,False,False,False
38,75.72,11,32,660329.2,-0.7275860181187725,False,True,False,False,False,False,False,True,False
46,35.53,17,11,382954.36,0.06472088164488564,False,True,False,False,False,False,False,False,True
62,64.42,7,12,906816.84,1.0619981927940774,False,False,True,False,True,False,False,False,False
64,65.12,2,30,937327.96,-0.8629963594285397,False,False,True,False,False,False,False,True,False
50,54.74,34,14,614012.52,-0.7620412462869468,False,True,False,False,False,False,True,False,False
37,65.83,32,34,559627.27,-0.657856073315016,False,True,False,False,False,False,False,True,False
57,74.36,30,8,955281.71,-1.4505213427126757,False,False,True,False,False,False,False,True,False
71,38.08,67,69,626729.2,5.02282564021373,True,False,False,True,False,False,False,False,False
79,61.71,22,66,1090445.99,-0.6509853122337643,True,False,False,False,True,False,False,False,False
54,25.42,36,51,324583.41,-1.4020918264976883,False,False,True,False,False,False,False,False,True
85,33.48,44,13,645079.71,2.5564971848481726,True,False,False,False,False,False,False,False,True
68,36.23,34,13,565121.97,0.22188588225515946,False,False,True,True,False,False,False,False,False
70,34.52,64,48,563901.84,0.05952597897974327,True,False,False,False,False,True,False,False,False
82,33.99,2,64,632264.86,2.2618990601843443,True,False,False,False,False,False,False,False,True
33,72.65,9,32,550876.05,0.4168266153813674,False,True,False,False,False,False,False,True,False
36,35.07,29,23,289352.42,-1.2507507852396216,False,True,False,True,False,False,False,False,False
70,49.43,27,9,781547.63,0.9068936814710357,True,False,False,False,False,False,True,False,False
71,55.46,3,38,886958.25,2.9949283888184617,True,False,False,False,True,False,False,False,False
45,62.41,44,17,644430.06,-1.8577419805250444,False,True,False,False,True,False,False,False,False
43,65.66,3,9,640133.34,0.5716824313282679,False,True,False,False,True,False,False,False,False
34,72.21,22,5,564237.03,-0.16987823381058298,False,True,False,False,False,False,False,True,False
63,47.47,39,34,693806.6,0.8821518092821237,False,False,True,False,False,False,True,False,False
86,38.91,22,68,752704.54,-1.2414261502543076,True,False,False,True,False,False,False,False,False
41,45.74,14,8,442432.14,0.44593306689853396,False,True,False,True,False,False,False,False,False
89,57.46,76,66,1171515.93,4.703748976104981,True,False,False,False,True,False,False,False,False
61,51.18,0,56,709620.9,-0.19256636145891762,False,False,True,False,False,False,True,False,False
52,49.4,36,46,597657.45,0.2548053849376855,False,False,True,False,False,False,True,False,False
50,53.45,23,47,617566.3,-1.59177297142869,False,True,False,False,False,False,True,False,False
70,34.54,43,60,545427.77,-1.0323843774570542,False,False,True,False,False,False,False,False,True
71,28.75,64,7,481443.65,1.7006505258258018,True,False,False,False,False,False,False,False,True
50,62.26,44,9,701722.18,-1.6669653851394193,False,True,False,False,True,False,False,False,False
90,51.04,76,24,1035690.05,-1.5078248150119415,True,False,False,False,False,False,True,False,False
84,33.06,37,66,640202.39,2.4316245319197582,True,False,False,False,False,True,False,False,False
60,47.99,16,53,660643.41,-0.7255873442380398,False,False,True,False,False,False,True,False,False
59,40.92,55,39,558304.1,0.16694777709129216,False,False,True,True,False,False,False,False,False
67,36.69,50,46,567317.06,-1.4747448009095496,False,False,True,True,False,False,False,False,False
70,63.92,29,47,1015206.07,0.06508108084056516,False,False,True,False,True,False,False,False,False
51,30.76,19,18,374466.66,0.32676138900853124,False,False,True,False,False,True,False,False,False
36,46.04,4,16,375929.41,-0.8837883117078782,False,True,False,False,False,False,True,False,False
76,33.76,68,25,595167.32,2.0764780222587413,True,False,False,False,False,True,False,False,False
76,56.3,36,41,962322.85,-0.8023678264712859,True,False,False,False,True,False,False,False,False
83,40.23,79,5,746816.33,-1.2243587063093042,True,False,False,True,False,False,False,False,False
71,39.4,20,59,657403.95,4.0585353513383335,True,False,False,True,False,False,False,False,False
51,32.94,33,4,396570.84,-0.46033245497379277,False,False,True,False,False,False,False,False,True
84,65.48,69,34,1239737.02,3.1050280017223817,True,False,False,False,True,False,False,False,False
40,63.29,5,35,580941.9,-0.8705994655828104,False,True,False,False,True,False,False,False,False
39,46.97,9,34,429438.88,-1.789161874274192,False,True,False,False,False,False,True,False,False
72,55.29,5,11,891709.71,1.2337825749427143,True,False,False,False,False,False,True,False,False
86,29.31,66,44,576984.44,2.4816430138441348,True,False,False,False,False,False,False,False,True
38,70.22,24,3,610941.28,-0.3079189963743376,False,True,False,False,False,False,False,True,False
44,34.64,19,7,359672.98,-1.4231555424543363,False,True,False,False,False,True,False,False,False
63,68.09,34,26,955836.88,-0.7918515210788639,False,False,True,False,False,False,False,True,False
48,74.85,0,27,816781.0,-1.1140951383618967,False,True,False,False,False,False,False,True,False
66,58.65,51,7,873658.25,-1.3704823501011172,False,False,True,False,True,False,False,False,False
69,36.36,30,43,567347.64,-1.7821868563698198,False,False,True,False,False,True,False,False,False
66,57.64,5,53,861872.38,-0.986363387543584,False,False,True,False,True,False,False,False,False
65,38.77,8,13,579061.42,-1.2536679672879434,False,False,True,False,False,True,False,False,False
69,43.52,11,40,685824.29,-0.9871223887908334,False,False,True,True,False,False,False,False,False
77,58.26,65,69,1012874.57,1.2152399296690077,True,False,False,False,True,False,False,False,False
36,62.5,2,21,516166.65,-1.503029180585772,False,True,False,False,True,False,False,False,False
